phecode,ICD,flag,phecode_string,phecode_category,sex,icd10_only,code_val
CA_130,D06.0,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_106,D06.1,10,Gynecological malignant neoplasms,Neoplasms,Female,0,106
CA_106.1,D06.1,10,Malignant neoplasm of external female genital organs and cervix,Neoplasms,Female,0,106.1
CA_106.13,D06.1,10,Malignant neoplasm of the cervix,Neoplasms,Female,0,106.13
CA_130,D06.1,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_106,D06.7,10,Gynecological malignant neoplasms,Neoplasms,Female,0,106
CA_106.1,D06.7,10,Malignant neoplasm of external female genital organs and cervix,Neoplasms,Female,0,106.1
CA_106.13,D06.7,10,Malignant neoplasm of the cervix,Neoplasms,Female,0,106.13
CA_130,D06.7,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_106,D06.9,10,Gynecological malignant neoplasms,Neoplasms,Female,0,106
CA_106.1,D06.9,10,Malignant neoplasm of external female genital organs and cervix,Neoplasms,Female,0,106.1
CA_106.13,D06.9,10,Malignant neoplasm of the cervix,Neoplasms,Female,0,106.13
CA_130,D06.9,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_112,D07,10,Malignant neoplasm of other and ill-defined sites,Neoplasms,Both,0,112
CA_130,D07,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_106,D07.0,10,Gynecological malignant neoplasms,Neoplasms,Female,0,106
CA_106.2,D07.0,10,Malignant neoplasm of the uterus,Neoplasms,Female,0,106.2
CA_106.21,D07.0,10,Malignant neoplasm of endometrium,Neoplasms,Female,0,106.21
CA_130,D07.0,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_106,D07.1,10,Gynecological malignant neoplasms,Neoplasms,Female,0,106
CA_106.1,D07.1,10,Malignant neoplasm of external female genital organs and cervix,Neoplasms,Female,0,106.1
CA_106.11,D07.1,10,Malignant neoplasm of the vulva,Neoplasms,Female,0,106.11
CA_130,D07.1,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_106,D07.2,10,Gynecological malignant neoplasms,Neoplasms,Female,0,106
CA_106.1,D07.2,10,Malignant neoplasm of external female genital organs and cervix,Neoplasms,Female,0,106.1
CA_106.12,D07.2,10,Malignant neoplasm of the vagina,Neoplasms,Female,0,106.12
CA_130,D07.2,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_106,D07.3,10,Gynecological malignant neoplasms,Neoplasms,Female,0,106
CA_130,D07.3,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_107,D07.4,10,Malignant neoplasm of male genitalia,Neoplasms,Male,0,107
CA_107.1,D07.4,10,Malignant neoplasm of the penis,Neoplasms,Male,0,107.1
CA_130,D07.4,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_107,D07.5,10,Malignant neoplasm of male genitalia,Neoplasms,Male,0,107
CA_107.2,D07.5,10,Malignant neoplasm of the prostate,Neoplasms,Male,0,107.2
CA_130,D07.5,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_107,D07.6,10,Malignant neoplasm of male genitalia,Neoplasms,Male,0,107
CA_130,D07.6,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_112,D09,10,Malignant neoplasm of other and ill-defined sites,Neoplasms,Both,0,112
CA_130,D09,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_108,D09.0,10,Malignant neoplasm of the urinary tract,Neoplasms,Both,0,108
CA_108.5,D09.0,10,Malignant neoplasm of the bladder,Neoplasms,Both,0,108.5
CA_130,D09.0,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_108,D09.1,10,Malignant neoplasm of the urinary tract,Neoplasms,Both,0,108
CA_130,D09.1,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_109,D09.2,10,"Malignant neoplasm of the eye, brain and other parts of central nervous system",Neoplasms,Both,0,109
CA_109.1,D09.2,10,Malignant neoplasm of eye,Neoplasms,Both,0,109.1
CA_130,D09.2,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_110,D09.3,10,Malignant neoplasm of the endocrine glands,Neoplasms,Both,0,110
CA_130,D09.3,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_112,D09.7,10,Malignant neoplasm of other and ill-defined sites,Neoplasms,Both,0,112
CA_130,D09.7,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_112,D09.9,10,Malignant neoplasm of other and ill-defined sites,Neoplasms,Both,0,112
CA_130,D09.9,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_135,D10,10,Benign neoplasm of the head and neck,Neoplasms,Both,0,135
CA_135,D10.0,10,Benign neoplasm of the head and neck,Neoplasms,Both,0,135
CA_135.1,D10.0,10,Benign neoplasm of the oral cavity,Neoplasms,Both,0,135.1
CA_135.11,D10.0,10,Benign neoplasm of the lip,Neoplasms,Both,0,135.11
CA_135,D10.1,10,Benign neoplasm of the head and neck,Neoplasms,Both,0,135
CA_135.1,D10.1,10,Benign neoplasm of the oral cavity,Neoplasms,Both,0,135.1
CA_135.12,D10.1,10,Benign neoplasm of the tongue,Neoplasms,Both,0,135.12
CA_135,D10.2,10,Benign neoplasm of the head and neck,Neoplasms,Both,0,135
CA_135.1,D10.2,10,Benign neoplasm of the oral cavity,Neoplasms,Both,0,135.1
CA_135.14,D10.2,10,Benign neoplasm of the floor of mouth,Neoplasms,Both,0,135.14
CA_135,D10.3,10,Benign neoplasm of the head and neck,Neoplasms,Both,0,135
CA_135.1,D10.3,10,Benign neoplasm of the oral cavity,Neoplasms,Both,0,135.1
CA_135,D10.4,10,Benign neoplasm of the head and neck,Neoplasms,Both,0,135
CA_135.2,D10.4,10,Benign neoplasm of the oropharynx,Neoplasms,Both,0,135.2
CA_135,D10.5,10,Benign neoplasm of the head and neck,Neoplasms,Both,0,135
CA_135.2,D10.5,10,Benign neoplasm of the oropharynx,Neoplasms,Both,0,135.2
CA_135,D10.6,10,Benign neoplasm of the head and neck,Neoplasms,Both,0,135
CA_135.3,D10.6,10,Benign neoplasm of the nasopharynx,Neoplasms,Both,0,135.3
CA_135,D10.7,10,Benign neoplasm of the head and neck,Neoplasms,Both,0,135
CA_135.4,D10.7,10,Benign neoplasm of the hypopharynx,Neoplasms,Both,0,135.4
CA_135,D10.9,10,Benign neoplasm of the head and neck,Neoplasms,Both,0,135
CA_135.5,D10.9,10,Benign neoplasm of the paranasal sinus and nasal cavity,Neoplasms,Both,0,135.5
CA_135,D11,10,Benign neoplasm of the head and neck,Neoplasms,Both,0,135
CA_135.1,D11,10,Benign neoplasm of the oral cavity,Neoplasms,Both,0,135.1
CA_135.16,D11,10,Benign neoplasm of the salivary glands,Neoplasms,Both,0,135.16
CA_135,D11.0,10,Benign neoplasm of the head and neck,Neoplasms,Both,0,135
CA_135.1,D11.0,10,Benign neoplasm of the oral cavity,Neoplasms,Both,0,135.1
CA_135.16,D11.0,10,Benign neoplasm of the salivary glands,Neoplasms,Both,0,135.16
CA_135,D11.7,10,Benign neoplasm of the head and neck,Neoplasms,Both,0,135
CA_135.1,D11.7,10,Benign neoplasm of the oral cavity,Neoplasms,Both,0,135.1
CA_135.16,D11.7,10,Benign neoplasm of the salivary glands,Neoplasms,Both,0,135.16
CA_135,D11.9,10,Benign neoplasm of the head and neck,Neoplasms,Both,0,135
CA_135.1,D11.9,10,Benign neoplasm of the oral cavity,Neoplasms,Both,0,135.1
CA_135.16,D11.9,10,Benign neoplasm of the salivary glands,Neoplasms,Both,0,135.16
CA_136,D12,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.4,D12,10,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms,Both,0,136.4
CA_136,D12.0,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.4,D12.0,10,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms,Both,0,136.4
CA_136.41,D12.0,10,Benign neoplasm of the colon,Neoplasms,Both,0,136.41
CA_136,D12.1,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.4,D12.1,10,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms,Both,0,136.4
CA_136.41,D12.1,10,Benign neoplasm of the colon,Neoplasms,Both,0,136.41
CA_136,D12.2,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.4,D12.2,10,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms,Both,0,136.4
CA_136.41,D12.2,10,Benign neoplasm of the colon,Neoplasms,Both,0,136.41
CA_136,D12.3,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.4,D12.3,10,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms,Both,0,136.4
CA_136.41,D12.3,10,Benign neoplasm of the colon,Neoplasms,Both,0,136.41
CA_136,D12.4,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.4,D12.4,10,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms,Both,0,136.4
CA_136.41,D12.4,10,Benign neoplasm of the colon,Neoplasms,Both,0,136.41
CA_136,D12.5,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.4,D12.5,10,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms,Both,0,136.4
CA_136.41,D12.5,10,Benign neoplasm of the colon,Neoplasms,Both,0,136.41
CA_136,D12.6,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.4,D12.6,10,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms,Both,0,136.4
CA_136.41,D12.6,10,Benign neoplasm of the colon,Neoplasms,Both,0,136.41
CA_136,D12.7,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.4,D12.7,10,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms,Both,0,136.4
CA_136.42,D12.7,10,Benign neoplasm of rectum and anus,Neoplasms,Both,0,136.42
CA_136,D12.8,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.4,D12.8,10,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms,Both,0,136.4
CA_136.42,D12.8,10,Benign neoplasm of rectum and anus,Neoplasms,Both,0,136.42
CA_136,D12.9,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.4,D12.9,10,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms,Both,0,136.4
CA_136.42,D12.9,10,Benign neoplasm of rectum and anus,Neoplasms,Both,0,136.42
CA_136,D13,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136,D13.0,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.1,D13.0,10,Benign neoplasm of the esophagus,Neoplasms,Both,0,136.1
CA_136,D13.1,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.2,D13.1,10,Benign neoplasm of stomach,Neoplasms,Both,0,136.2
CA_136,D13.2,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.3,D13.2,10,Benign neoplasm of the small intestine,Neoplasms,Both,0,136.3
CA_136,D13.3,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.3,D13.3,10,Benign neoplasm of the small intestine,Neoplasms,Both,0,136.3
CA_136,D13.4,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.6,D13.4,10,Benign neoplasm of the liver and intrahepatic bile ducts,Neoplasms,Both,0,136.6
CA_136.61,D13.4,10,Benign neoplasm of the liver*,Neoplasms,Both,1,136.61
CA_136,D13.5,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.6,D13.5,10,Benign neoplasm of the liver and intrahepatic bile ducts,Neoplasms,Both,0,136.6
CA_136,D13.6,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_136.8,D13.6,10,Benign neoplasm of the pancreas,Neoplasms,Both,0,136.8
CA_114,D13.7,10,Neuroendocrine tumors,Neoplasms,Both,0,114
CA_114.2,D13.7,10,Benign neuroendocrine tumors,Neoplasms,Both,0,114.2
CA_136,D13.9,10,Benign neoplasm of the digestive organs,Neoplasms,Both,0,136
CA_137,D14,10,Benign neoplasm of the thoracic and respiratory organs,Neoplasms,Both,0,137
CA_135,D14.0,10,Benign neoplasm of the head and neck,Neoplasms,Both,0,135
CA_135.5,D14.0,10,Benign neoplasm of the paranasal sinus and nasal cavity,Neoplasms,Both,0,135.5
CA_135,D14.1,10,Benign neoplasm of the head and neck,Neoplasms,Both,0,135
CA_135.6,D14.1,10,Benign neoplasm of vocal cord or larynx,Neoplasms,Both,0,135.6
CA_137,D14.2,10,Benign neoplasm of the thoracic and respiratory organs,Neoplasms,Both,0,137
CA_137.3,D14.2,10,Benign neoplasm of the trachea,Neoplasms,Both,0,137.3
CA_137,D14.3,10,Benign neoplasm of the thoracic and respiratory organs,Neoplasms,Both,0,137
CA_137.1,D14.3,10,Benign neoplasm of the of bronchus and lung,Neoplasms,Both,0,137.1
CA_137,D14.4,10,Benign neoplasm of the thoracic and respiratory organs,Neoplasms,Both,0,137
CA_137,D15,10,Benign neoplasm of the thoracic and respiratory organs,Neoplasms,Both,0,137
CA_137,D15.0,10,Benign neoplasm of the thoracic and respiratory organs,Neoplasms,Both,0,137
CA_137.5,D15.0,10,"Benign neoplasm of the heart, mediastinum, thymus, and pleura",Neoplasms,Both,0,137.5
CA_137.54,D15.0,10,Benign neoplasm of the thymus,Neoplasms,Both,0,137.54
CA_137,D15.1,10,Benign neoplasm of the thoracic and respiratory organs,Neoplasms,Both,0,137
CA_137.5,D15.1,10,"Benign neoplasm of the heart, mediastinum, thymus, and pleura",Neoplasms,Both,0,137.5
CA_137.51,D15.1,10,Benign neoplasm of the heart,Neoplasms,Both,0,137.51
CA_137,D15.2,10,Benign neoplasm of the thoracic and respiratory organs,Neoplasms,Both,0,137
CA_137.5,D15.2,10,"Benign neoplasm of the heart, mediastinum, thymus, and pleura",Neoplasms,Both,0,137.5
CA_137.52,D15.2,10,Benign neoplasm of the mediastinum,Neoplasms,Both,0,137.52
CA_137,D15.7,10,Benign neoplasm of the thoracic and respiratory organs,Neoplasms,Both,0,137
CA_137,D15.9,10,Benign neoplasm of the thoracic and respiratory organs,Neoplasms,Both,0,137
CA_139,D16,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.1,D16,10,Benign neoplams of the bone and/or cartilage,Neoplasms,Both,0,139.1
CA_139,D16.0,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.1,D16.0,10,Benign neoplams of the bone and/or cartilage,Neoplasms,Both,0,139.1
CA_139,D16.1,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.1,D16.1,10,Benign neoplams of the bone and/or cartilage,Neoplasms,Both,0,139.1
CA_139,D16.2,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.1,D16.2,10,Benign neoplams of the bone and/or cartilage,Neoplasms,Both,0,139.1
CA_139,D16.3,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.1,D16.3,10,Benign neoplams of the bone and/or cartilage,Neoplasms,Both,0,139.1
CA_139,D16.4,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.1,D16.4,10,Benign neoplams of the bone and/or cartilage,Neoplasms,Both,0,139.1
CA_139,D16.5,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.1,D16.5,10,Benign neoplams of the bone and/or cartilage,Neoplasms,Both,0,139.1
CA_139,D16.6,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.1,D16.6,10,Benign neoplams of the bone and/or cartilage,Neoplasms,Both,0,139.1
CA_139,D16.7,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.1,D16.7,10,Benign neoplams of the bone and/or cartilage,Neoplasms,Both,0,139.1
CA_139,D16.8,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.1,D16.8,10,Benign neoplams of the bone and/or cartilage,Neoplasms,Both,0,139.1
CA_139,D16.9,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.1,D16.9,10,Benign neoplams of the bone and/or cartilage,Neoplasms,Both,0,139.1
CA_139,D17,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.5,D17,10,Lipoma,Neoplasms,Both,0,139.5
CA_139,D17.0,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.5,D17.0,10,Lipoma,Neoplasms,Both,0,139.5
CA_139.53,D17.0,10,Lipoma of skin subcutaneous tissue,Neoplasms,Both,0,139.53
CA_139,D17.1,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.5,D17.1,10,Lipoma,Neoplasms,Both,0,139.5
CA_139.53,D17.1,10,Lipoma of skin subcutaneous tissue,Neoplasms,Both,0,139.53
CA_139,D17.2,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.5,D17.2,10,Lipoma,Neoplasms,Both,0,139.5
CA_139.53,D17.2,10,Lipoma of skin subcutaneous tissue,Neoplasms,Both,0,139.53
CA_139,D17.3,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.5,D17.3,10,Lipoma,Neoplasms,Both,0,139.5
CA_139.53,D17.3,10,Lipoma of skin subcutaneous tissue,Neoplasms,Both,0,139.53
CA_139,D17.4,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.5,D17.4,10,Lipoma,Neoplasms,Both,0,139.5
CA_139.52,D17.4,10,Lipoma of intrathoracic organs,Neoplasms,Both,0,139.52
CA_139,D17.5,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.5,D17.5,10,Lipoma,Neoplasms,Both,0,139.5
CA_139.52,D17.5,10,Lipoma of intrathoracic organs,Neoplasms,Both,0,139.52
CA_139,D17.6,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.5,D17.6,10,Lipoma,Neoplasms,Both,0,139.5
CA_139.54,D17.6,10,Testicular limpoma,Neoplasms,Male,0,139.54
CA_139,D17.7,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.5,D17.7,10,Lipoma,Neoplasms,Both,0,139.5
CA_139,D17.9,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.5,D17.9,10,Lipoma,Neoplasms,Both,0,139.5
CA_139,D18,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.6,D18,10,Hemangioma and lymphangioma,Neoplasms,Both,0,139.6
CA_139,D18.0,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.6,D18.0,10,Hemangioma and lymphangioma,Neoplasms,Both,0,139.6
CA_139.61,D18.0,10,Hemangioma,Neoplasms,Both,0,139.61
CA_139,D18.1,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.6,D18.1,10,Hemangioma and lymphangioma,Neoplasms,Both,0,139.6
CA_139.62,D18.1,10,Lymphangioma,Neoplasms,Both,0,139.62
CA_137,D19,10,Benign neoplasm of the thoracic and respiratory organs,Neoplasms,Both,0,137
CA_137.5,D19,10,"Benign neoplasm of the heart, mediastinum, thymus, and pleura",Neoplasms,Both,0,137.5
CA_137.53,D19,10,Benign neoplasm of the of pleura,Neoplasms,Both,0,137.53
CA_137,D19.0,10,Benign neoplasm of the thoracic and respiratory organs,Neoplasms,Both,0,137
CA_137.5,D19.0,10,"Benign neoplasm of the heart, mediastinum, thymus, and pleura",Neoplasms,Both,0,137.5
CA_137.53,D19.0,10,Benign neoplasm of the of pleura,Neoplasms,Both,0,137.53
CA_139,D19.1,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.2,D19.1,10,Benign neoplasm of retroperitoneum and peritoneum,Neoplasms,Both,0,139.2
CA_153,D19.7,10,Benign neoplasm of other or unspecified sites,Neoplasms,Both,0,153
CA_153,D19.9,10,Benign neoplasm of other or unspecified sites,Neoplasms,Both,0,153
CA_139,D20,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.2,D20,10,Benign neoplasm of retroperitoneum and peritoneum,Neoplasms,Both,0,139.2
CA_139,D20.0,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.2,D20.0,10,Benign neoplasm of retroperitoneum and peritoneum,Neoplasms,Both,0,139.2
CA_139,D20.1,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.2,D20.1,10,Benign neoplasm of retroperitoneum and peritoneum,Neoplasms,Both,0,139.2
CA_139,D21,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.3,D21,10,Benign neoplasm of other connective and soft tissue,Neoplasms,Both,0,139.3
CA_139,D21.0,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.3,D21.0,10,Benign neoplasm of other connective and soft tissue,Neoplasms,Both,0,139.3
CA_139,D21.1,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.3,D21.1,10,Benign neoplasm of other connective and soft tissue,Neoplasms,Both,0,139.3
CA_139,D21.2,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.3,D21.2,10,Benign neoplasm of other connective and soft tissue,Neoplasms,Both,0,139.3
CA_139,D21.3,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.3,D21.3,10,Benign neoplasm of other connective and soft tissue,Neoplasms,Both,0,139.3
CA_139,D21.4,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.3,D21.4,10,Benign neoplasm of other connective and soft tissue,Neoplasms,Both,0,139.3
CA_139,D21.5,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.3,D21.5,10,Benign neoplasm of other connective and soft tissue,Neoplasms,Both,0,139.3
CA_139,D21.6,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.3,D21.6,10,Benign neoplasm of other connective and soft tissue,Neoplasms,Both,0,139.3
CA_139,D21.9,10,Benign sarcoma-related cancers,Neoplasms,Both,0,139
CA_139.3,D21.9,10,Benign neoplasm of other connective and soft tissue,Neoplasms,Both,0,139.3
CA_138,D22,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138.2,D22,10,Melanocytic nevi*,Neoplasms,Both,1,138.2
CA_138,D22.0,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138.2,D22.0,10,Melanocytic nevi*,Neoplasms,Both,1,138.2
CA_138,D22.1,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138.2,D22.1,10,Melanocytic nevi*,Neoplasms,Both,1,138.2
CA_138,D22.2,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138.2,D22.2,10,Melanocytic nevi*,Neoplasms,Both,1,138.2
CA_138,D22.3,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138.2,D22.3,10,Melanocytic nevi*,Neoplasms,Both,1,138.2
CA_138,D22.4,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138.2,D22.4,10,Melanocytic nevi*,Neoplasms,Both,1,138.2
CA_138,D22.5,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138.2,D22.5,10,Melanocytic nevi*,Neoplasms,Both,1,138.2
CA_138,D22.6,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138.2,D22.6,10,Melanocytic nevi*,Neoplasms,Both,1,138.2
CA_138,D22.7,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138.2,D22.7,10,Melanocytic nevi*,Neoplasms,Both,1,138.2
CA_138,D22.9,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138.2,D22.9,10,Melanocytic nevi*,Neoplasms,Both,1,138.2
CA_138,D23,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138,D23.0,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138,D23.1,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138,D23.2,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138,D23.3,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138,D23.4,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138,D23.5,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138,D23.6,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138,D23.7,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_138,D23.9,10,Benign neoplasm of the skin,Neoplasms,Both,0,138
CA_140,D24,10,Benign neoplasm of the breast,Neoplasms,Both,0,140
CA_144,D25,10,Gynecological benign neoplasms,Neoplasms,Female,0,144
CA_144.2,D25,10,Benign neoplasms of the uterus,Neoplasms,Female,0,144.2
CA_144.21,D25,10,Leiomyoma of uterus,Neoplasms,Female,0,144.21
CA_144,D25.0,10,Gynecological benign neoplasms,Neoplasms,Female,0,144
CA_144.2,D25.0,10,Benign neoplasms of the uterus,Neoplasms,Female,0,144.2
CA_144.21,D25.0,10,Leiomyoma of uterus,Neoplasms,Female,0,144.21
CA_144,D25.1,10,Gynecological benign neoplasms,Neoplasms,Female,0,144
CA_144.2,D25.1,10,Benign neoplasms of the uterus,Neoplasms,Female,0,144.2
CA_144.21,D25.1,10,Leiomyoma of uterus,Neoplasms,Female,0,144.21
CA_144,D25.2,10,Gynecological benign neoplasms,Neoplasms,Female,0,144
CA_144.2,D25.2,10,Benign neoplasms of the uterus,Neoplasms,Female,0,144.2
CA_144.21,D25.2,10,Leiomyoma of uterus,Neoplasms,Female,0,144.21
CA_144,D25.9,10,Gynecological benign neoplasms,Neoplasms,Female,0,144
CA_144.2,D25.9,10,Benign neoplasms of the uterus,Neoplasms,Female,0,144.2
CA_144.21,D25.9,10,Leiomyoma of uterus,Neoplasms,Female,0,144.21
